Country,Ratio of life expectancy at birth of females to males,Total fertility rate (TFR)_1970.0,Total fertility rate (TFR)_1990.0,Total fertility rate (TFR)_2011.0,Neonatal mortality rate,Proportion of new borns protected against tetanus,Proportion of 1 year-old children fully immunised against Haemophilus influenzae type B,Debt service as a percentage of exports of goods and services,Average annual rate of reduction of under-five mortality rate_1970-1990,Average annual rate of reduction of under-five mortality rate_1990-2000,Average annual rate of reduction of under-five mortality rate_1990-2011,Average annual rate of reduction of under-five mortality rate_2000-2011,Average annual rate of reduction of total fertility rate_1970-1990,Average annual rate of reduction of total fertility rate_1990-2011,Proportion of households owning at least one ITN,Proportion of population with access to improved sanitation_Percent_Rural,Proportion of population with access to improved sanitation_Percent_Total,Proportion of population with access to improved sanitation_Percent_Urban,Proportion of population with access to improved sanitation_Ratio_Ratio of urban to rural,Proportion of women 20-24 year-olds who gave birth before age 18,Proportion of pupils starting grade 1 who reach grade 5 (survey data),Population size_Percent_Total 10-19 yr,Population size_Thousand_Total,Population size_Thousand_Total 10-19 yr,Population size_Thousand_Total <18 yr,Population size_Thousand_Total <5 yr,Proportion of 1 year-old children immunised against TB (BCG),Annual number of under-five deaths,Prevalence of underweight (severe) - WHO,Prevalence of wasting (moderate and severe) - WHO,Institutional deliveries,Antenatal care coverage for at least four visits,Life expectancy at birth_1970.0,Life expectancy at birth_1990.0,Life expectancy at birth_2011.0,Proportion of 1 year-old children fully immunised against Hepatitis B,People living with HIVAIDS_Female 15+ yr,People living with HIVAIDS_Total,People living with HIVAIDS_Total 0-14 yr,Proportion of women 15-49 year-olds who believe that the practice of female genital mutilationcutting should continue,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-19 yr,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Poorest 20%,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Female 15-24 yr Richest 20%,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-19 yr,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Poorest 20%,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Male 15-24 yr Richest 20%,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Rural Female 15-24 yr,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Percent_Urban Female 15-24 yr,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Ratio_Female 15-24 yr Ratio of richest to poorest,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Ratio_Female 15-24 yr Ratio of urban to rural,Proportion of 15-24 year-olds who have comprehensive knowledge of HIV_Ratio_Male 15-24 yr Ratio of richest to poorest,Contraceptive prevalence rate (CPR),Adult HIVAIDS prevalence rate_Female 15-24 yr,Adult HIVAIDS prevalence rate_Male 15-24 yr,Adult HIVAIDS prevalence rate_Total 15-24 yr,Adult HIVAIDS prevalence rate_Total 15-49 yr,Timely complementary feeding rate,Central government expenditure allocated to health',Child discipline_Female,Child discipline_Male,Child discipline_Total,Proportion of population in malaria risk areas using effective malaria treatment measures,Adolescent birth rate,Proportion of under-five children with suspected pneumonia taken to health provider,Proportion of 1 year-old children fully immunised against polio (OPV),Early initiation of breastfeeding (within one hour of birth),Under-five mortality rate (U5MR)_Deaths per 1000 live births_1970.0_Total,Under-five mortality rate (U5MR)_Deaths per 1000 live births_1990.0_Total,Under-five mortality rate (U5MR)_Deaths per 1000 live births_2000.0_Total,Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Female,Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Male,Under-five mortality rate (U5MR)_Deaths per 1000 live births_2011.0_Total,Under-five mortality rate (U5MR)_Rank_2011.0_Total,Exclusive breastfeeding rate,Continued breastfeeding rate,Maternal mortality ratio reported,Vitamin A supplementation coverage (full),Maternal mortality ratio (MMR),Crude death rate (CDR)_1970.0,Crude death rate (CDR)_1990.0,Crude death rate (CDR)_2011.0,Proportion of households consuming iodized salt,Proportion of 1 year-old children immunised against DPT1,Crude birth rate (CBR)_1970.0,Crude birth rate (CBR)_1990.0,Crude birth rate (CBR)_2011.0,Father's support for learning,Annual number of births (Births),Proportion of births attended by skilled health personnel_Percent_Poorest 20%,Proportion of births attended by skilled health personnel_Percent_Richest 20%,Proportion of births attended by skilled health personnel_Percent_Rural,Proportion of births attended by skilled health personnel_Percent_Total,Proportion of births attended by skilled health personnel_Percent_Urban,Proportion of births attended by skilled health personnel_Ratio_Ratio of richest to poorest,Proportion of births attended by skilled health personnel_Ratio_Ratio of urban to rural,Infant mortality rate (IMR)_1990.0,Infant mortality rate (IMR)_2011.0,Caesarean section,Prevalence of overweight (moderate and severe) - WHO,Proportion of population with sustainable access to an improved water source_Rural,Proportion of population with sustainable access to an improved water source_Total,Proportion of population with sustainable access to an improved water source_Urban,Proportion of 1 year-old children immunised against measles,Children orphaned due to all causes,Children left in inadequate care_Female,Children left in inadequate care_Male,Children left in inadequate care_Poorest 20%,Children left in inadequate care_Richest 20%,Children left in inadequate care_Total,Proportion of under-five children with suspected pneumonia receiving antibiotics,Female genital mutilationcutting of daughters,Antenatal care coverage (ANC),Prevalence of underweight (moderate and severe) - WHO_Percent_Poorest 20%,Prevalence of underweight (moderate and severe) - WHO_Percent_Richest 20%,Prevalence of underweight (moderate and severe) - WHO_Percent_Rural,Prevalence of underweight (moderate and severe) - WHO_Percent_Total <5 yr,Prevalence of underweight (moderate and severe) - WHO_Percent_Urban,Prevalence of underweight (moderate and severe) - WHO_Ratio_Ratio of poorest to richest,Prevalence of underweight (moderate and severe) - WHO_Ratio_Ratio of rural to urban,Routine EPI vaccines financed by government,Prevalence of stunting (moderate and severe) - WHO,Reduction in under-five mortality rate_1990.0,Reduction in under-five mortality rate_2000.0,Birth registration_Poorest 20%,Birth registration_Ratio of richest to poorest,Birth registration_Ratio of urban to rural,Birth registration_Richest 20%,Birth registration_Rural,Birth registration_Total,Birth registration_Urban,Proportion of infants with low birth weight,Lifetime risk of maternal death,Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Poorest 20%,Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Richest 20%,Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Rural,Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Total <5 yr,Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Percent_Urban,Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Ratio_Ratio of richest to poorest,Proportion of under-five children with diarrhoea receiving oral rehydration and continued feeding_Ratio_Ratio of urban to rural,Children orphaned by AIDS,Female genital mutilationcutting,Proportion of population in malaria risk areas using effective malaria prevention measures,Condom use at last high-risk sex_Female 15-24 yr,Condom use at last high-risk sex_Male 15-24 yr,Proportion of 1 year-old children fully immunised against DPT,Region Name
Cook Islands,0,0,0,0,5,0,93,0,5.8,1.1,3.3,5.3,0,0,0,100,100,100,1,0,0,0,20,0,8,2,98,0,0,0,100,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,47,0,93,0,61,19,17,8,11,10,135,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,100,0,0,0,16,8,0,0,0,0,98,89,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,50,44,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,93,Oceania
Costa Rica,106,5,3.2,1.8,6,0,81,7,7.1,2.9,2.5,2.2,2.3,2.6,0,96,95,95,1,9,0,18,4727,832,1405,359,78,1,0,1,99,86,67,76,79,84,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.2,0.1,0.1,0.3,92,7,0,0,0,0,67,0,82,0,71,17,13,9,11,10,135,15,40,23,0,40,7,4,4,0,87,33,27,16,0,73,0,0,99,99,100,0,1,15,9,21,8,91,97,100,83,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,0,6,41,22,0,0,0,0,0,0,0,7,1300,0,0,0,0,0,0,0,0,0,0,0,0,85,Americas
Croatia,110,2,1.7,1.5,3,0,96,0,0,4.3,4.4,4.5,0.9,0.6,0,98,99,99,1,0,0,11,4396,490,806,215,99,0,0,0,0,0,69,72,77,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,96,0,0,13,8,5,6,5,165,0,0,9,0,17,10,11,12,0,97,15,12,10,0,43,0,0,0,100,0,0,0,11,4,19,0,97,99,100,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,39,0,0,0,0,0,0,0,5,4100,0,0,0,0,0,0,0,0,0,0,0,0,96,Europe
Cuba,105,4,1.8,1.5,3,0,96,0,5.6,4.5,4,3.5,4.2,0.9,0,81,91,94,1.2,9,0,13,11254,1454,2343,543,99,1,0,0,100,100,70,74,79,96,3,14,0,0,54,54,0,0,0,0,0,0,49,55,0,1.1,0,74,0,0.1,0,0.2,77,11,0,0,0,0,51,97,99,70,41,13,9,5,6,6,157,49,17,41,0,73,7,7,7,88,96,29,17,10,0,110,0,0,0,100,0,0,0,11,5,0,0,89,94,96,99,0,0,0,0,0,0,70,0,100,0,0,0,0,0,0,0,0,0,56,32,0,0,1,0,100,100,100,5,1000,0,0,37,51,54,0,1.4,0,0,0,66,0,96,Americas
Cyprus,106,2.6,2.4,1.5,1,0,96,0,0,5.3,6,6.7,0.4,2.4,0,100,100,100,1,0,0,14,1117,153,244,65,0,0,0,0,100,0,73,77,80,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,99,0,0,11,7,3,3,3,184,0,0,0,0,10,7,7,7,0,99,19,19,12,0,13,0,0,0,0,0,0,0,10,3,0,0,100,100,100,87,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,72,52,0,0,0,0,0,0,0,0,6300,0,0,0,0,0,0,0,0,0,0,0,0,99,Asia
Czech Republic,108,2,1.8,1.5,2,0,99,0,0,7.6,6.2,4.9,0.6,1,0,97,98,99,1,0,0,10,10534,1069,1836,567,0,0,0,0,0,0,70,72,78,99,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,99,0,0,14,7,4,4,4,169,0,0,2,0,5,12,12,10,0,99,16,12,11,0,116,0,0,0,100,0,0,0,13,3,20,4,100,100,100,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,42,0,0,0,0,0,0,0,7,12100,0,0,0,0,0,0,0,0,0,0,0,0,99,Europe
Côte d'Ivoire,104,7.9,6.3,4.3,41,82,62,0,2.2,0.9,1.3,1.7,1.2,1.7,68,11,24,36,3.3,29,90,23,20153,4653,9539,2992,74,75,5,5,57,0,44,53,55,62,170,360,61,20,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.4,0.6,1,3,51,1,91,91,91,18,111,38,58,25,233,151,139,105,125,115,17,4,37,540,100,400,21,13,12,84,75,52,41,34,40,679,29,95,45,59,84,3.3,1.9,104,81,6,0,68,80,91,49,1200,58,60,62,51,59,0,9,91,21,6,20,16,9,3.4,2.2,30,27,24,17,28,3.2,2,89,41,55,79,17,53,6,12,14,17,22,2,1.5,410,36,39,34,57,62,
Democratic People's Republic of Korea,110,4,2.4,2,18,93,0,0,0,-2.5,1.4,5,2.6,0.9,0,71,80,86,1.2,0,0,17,24451,4103,6757,1706,98,12,4,5,95,94,62,71,69,94,0,0,0,0,7,8,0,0,0,0,0,0,4,11,0,2.8,0,69,0,0,0,0,31,0,0,0,0,0,1,80,99,18,0,45,58,32,35,33,69,65,36,77,100,81,7,5,10,25,95,35,21,14,75,348,0,0,100,100,100,0,1,23,26,13,0,97,98,99,99,0,16,17,0,0,17,88,0,100,0,0,27,19,13,0,2,0,32,26,42,0,0,1,0,100,100,100,6,670,0,0,73,74,75,0,1,0,0,0,0,0,94,Asia
Democratic Republic of the Congo,107,6.2,7.1,5.7,47,70,70,0,1.5,0,0.4,0.7,-0.7,1.1,51,24,24,24,1,25,75,24,67758,16323,35852,12037,67,465,8,9,75,45,44,47,48,70,0,0,0,0,13,15,8,24,0,0,14,30,12,21,2.8,1.7,2.2,17,0,0,0,0,52,0,91,92,92,39,135,40,78,43,244,181,181,158,178,168,5,37,53,550,98,540,21,19,16,59,79,48,50,43,36,2912,69,99,75,80,96,1.4,1.3,117,111,7,0,27,45,79,71,0,60,60,69,39,60,42,0,89,29,12,27,24,17,2.3,1.6,0,43,8,8,25,1.1,0.8,27,29,28,24,10,30,28,26,27,27,26,0.9,1,0,0,38,16,0,70,Africa
Denmark,106,2.1,1.7,1.9,2,0,91,0,3.2,4.4,4.1,3.8,1.2,-0.6,0,100,100,100,1,0,0,13,5573,701,1212,327,0,0,0,0,0,0,73,75,79,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,9,0,0,0,0,6,0,91,0,16,9,6,3,4,4,169,0,0,0,0,12,10,12,10,0,94,15,12,11,0,64,0,0,0,0,0,0,0,7,3,21,0,100,100,100,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,34,0,0,0,0,0,0,0,5,4500,0,0,0,0,0,0,0,0,0,0,0,0,91,Europe
Djibouti,105,7.4,6.2,3.7,33,79,87,7,0,1.4,1.5,1.5,0.9,2.5,30,10,50,63,6.3,0,92,22,906,202,382,115,89,2,5,10,87,0,43,51,58,87,5,9,1,37,16,18,0,0,0,0,0,0,9,18,0,2,0,23,0.3,0.1,0.2,1.4,35,5,71,73,72,1,27,62,87,67,0,122,106,84,95,90,26,1,18,550,95,200,20,14,10,0,89,49,42,29,23,26,0,0,40,93,95,0,2.3,94,72,12,10,54,88,99,84,46,13,11,0,0,12,43,49,92,0,0,27,23,18,0,1.5,0,31,26,15,0,0,1.1,0,82,89,90,10,140,0,0,0,62,0,0,0,9,93,20,0,0,87,Africa
Dominica,0,0,0,0,8,0,98,7,5.7,1.6,1.8,2.1,0,0,0,0,0,0,0,0,0,0,68,0,21,6,99,0,0,0,0,0,0,0,0,98,0,0,0,0,0,56,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,48,0,99,0,54,17,15,11,13,12,128,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,100,0,0,0,14,11,0,0,0,0,96,99,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,32,21,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,98,Americas
Dominican Republic,108,6.2,3.5,2.5,14,90,71,7,3.7,4.1,4.1,4,2.9,1.5,0,75,83,87,1.2,25,78,20,10056,1967,3672,1051,98,5,0,2,98,95,58,68,73,80,24,44,0,0,39,41,31,46,33,34,21,41,37,42,1.5,1.2,2,73,0.4,0.1,0.2,0.7,88,2,65,69,67,0,98,70,84,65,122,58,39,23,27,25,83,8,12,160,0,150,11,6,6,19,91,42,30,21,0,216,95,99,97,98,98,1,1,45,21,42,8,84,86,87,79,0,0,0,0,0,0,57,0,99,5,1,4,3,3,4.4,1.2,0,10,58,36,61,1.5,1.1,93,73,79,83,11,240,41,38,39,41,42,0.9,1.1,0,0,0,34,62,84,Americas
East Asia and Pacific,105,5.6,2.6,1.8,11,85,10,4,3.9,3.4,4.7,5.9,3.8,1.8,0,58,67,77,1.3,8,0,16,2032532,317250,533810,141248,95,590,4,4,84,77,61,68,73,89,720,2400,64,0,20,23,14,35,0,0,0,0,21,24,2.4,1.1,0,64,0.1,0.1,0.1,0.2,57,2,0,0,0,0,14,64,92,41,120,55,39,19,21,20,0,28,42,0,85,82,10,7,7,87,95,36,23,14,0,28448,54,92,88,92,95,1.7,1.1,41,17,23,5,84,90,97,95,28700,0,0,0,0,0,0,0,93,24,10,10,6,5,2.5,2,95,12,63,48,48,1.9,1.2,89,65,70,80,6,680,36,41,41,43,46,1.1,1.1,510,0,6,0,0,91,
Eastern and Southern Africa,104,6.8,6,4.5,29,81,76,4,1.4,1.8,3.1,4.3,0.6,1.4,54,27,35,54,2,26,0,22,418709,94195,196675,63188,85,1177,5,7,43,44,47,51,56,76,8700,17200,2200,0,35,36,0,0,38,40,0,0,32,48,0,1.5,0,34,4.3,1.9,3.1,7,84,3,0,0,0,31,102,55,79,56,214,162,135,79,89,84,0,52,59,0,72,410,19,15,12,50,85,47,43,35,0,14399,28,77,36,44,75,2.7,2.1,100,55,4,5,50,61,87,79,27200,0,0,0,0,0,30,0,81,26,12,20,18,12,2.2,1.7,39,40,48,38,23,2.2,1.7,50,28,37,49,0,52,34,44,38,39,46,1.3,1.2,10700,42,41,30,44,79,
Ecuador,108,6.3,3.7,2.4,10,85,99,8,4.8,4.3,4,3.7,2.7,1.9,0,84,92,96,1.1,0,0,19,14666,2843,5234,1469,99,7,0,0,85,58,58,69,76,98,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0.1,0.2,0.2,0.4,77,3,0,0,0,0,100,0,99,0,138,52,34,21,25,23,86,40,23,61,0,110,12,6,5,0,99,42,29,20,0,298,99,98,99,98,98,1,1,41,20,26,5,89,94,96,98,0,0,0,0,0,0,0,0,84,0,0,0,6,0,0,0,0,0,56,33,0,0,1,0,92,90,89,8,350,0,0,0,0,0,0,0,0,0,0,0,0,99,Americas
Egypt,105,5.9,4.4,2.7,7,86,0,5,5.1,6.6,6.7,6.8,1.6,2.3,0,93,95,97,1,7,99,19,82537,15964,30537,9092,98,40,1,7,72,66,50,62,73,96,2,10,0,54,3,5,2,9,16,18,9,28,3,7,4.9,2.3,3.1,60,0,0,0,0,70,2,0,0,92,0,50,73,96,56,237,86,44,20,22,21,91,53,35,55,0,66,16,9,5,79,97,41,32,23,0,1886,55,97,72,79,90,1.8,1.2,63,18,28,21,99,99,100,96,0,0,0,0,0,0,58,24,74,8,5,6,6,6,1.4,1,100,29,75,52,99,1,1,100,99,99,99,13,490,34,23,29,28,28,0.7,1,0,91,0,0,0,96,Africa
El Salvador,114,6.2,4,2.2,6,88,90,12,4.8,5.7,6.6,7.3,2.3,2.8,0,83,87,89,1.1,0,0,23,6227,1440,2394,631,91,2,1,1,85,78,57,66,72,90,10,24,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,73,0.3,0.3,0.3,0.6,72,4,0,0,0,0,65,67,89,33,158,60,34,14,17,15,115,31,54,56,0,81,13,8,7,62,90,43,32,20,0,126,91,98,94,96,97,1.1,1,47,13,25,6,76,88,94,89,0,0,0,0,0,0,51,0,94,12,1,7,6,4,12.9,2,0,19,75,55,98,1,1,99,99,99,99,9,490,0,0,56,58,60,0,1.1,0,0,0,0,0,89,Americas
Equatorial Guinea,105,5.7,5.9,5.1,37,75,0,0,0,2.2,2.3,2.3,-0.2,0.7,0,0,0,0,0,0,0,21,720,154,327,111,73,3,0,3,0,0,40,47,51,0,10,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.1,1.6,2.8,4.7,0,3,0,0,0,49,128,0,39,0,0,190,152,112,124,118,16,24,0,0,0,240,25,20,14,33,65,39,47,36,0,26,47,85,49,65,87,1.8,1.8,118,80,0,8,0,0,0,51,46,0,0,0,0,0,0,0,86,0,0,0,11,0,0,0,100,35,38,22,0,0,1.8,0,24,32,43,13,88,24,37,19,29,43,1.5,2.2,6,0,1,0,0,33,Africa
Eritrea,108,6.6,6.2,4.4,22,93,99,0,2.9,3.4,3.4,3.4,0.3,1.7,71,4,0,0,0,25,0,22,5415,1171,2588,879,99,13,13,15,26,41,43,48,62,99,12,23,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.3,0.1,0.2,0.6,43,1,0,0,0,13,0,44,99,78,247,138,98,61,74,68,41,52,62,0,46,240,21,16,8,68,99,47,41,36,0,193,7,81,10,28,65,12.1,6.2,86,46,3,2,0,0,0,99,280,0,0,0,0,0,0,63,70,0,0,40,35,23,0,1.7,3,44,51,31,0,0,0,0,0,0,0,14,86,0,0,39,45,59,0,1.5,19,89,49,0,0,99,Africa
Estonia,115,2.1,1.9,1.7,2,0,93,0,0,6.2,8.1,9.7,0.4,0.6,0,94,95,96,1,0,0,10,1341,133,250,80,99,0,0,0,0,0,71,69,75,94,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,1.3,0,5,0,0,0,0,21,0,93,0,0,20,11,3,4,4,169,0,0,7,0,2,11,13,13,0,96,15,14,12,0,16,0,0,0,100,0,0,0,16,3,0,0,97,98,99,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,82,66,0,0,0,0,0,0,0,4,25100,0,0,0,0,0,0,0,0,0,0,0,0,93,Europe
Ethiopia,106,6.8,7.1,4,31,88,51,4,0.7,3.6,4.5,5.3,-0.2,2.7,53,19,21,29,1.5,22,84,25,84734,20948,40698,11915,69,194,9,10,10,19,43,47,59,51,390,790,180,0,24,24,0,0,32,34,0,0,19,38,0,2,0,29,0.4,0.2,0.3,1.4,55,2,0,0,0,10,79,27,62,52,230,198,139,72,82,77,36,52,82,680,71,350,21,18,9,15,61,47,48,31,0,2613,2,46,4,10,51,26.8,12.7,118,52,2,2,34,44,97,57,4600,0,0,0,0,0,7,38,43,36,15,30,29,16,2.4,1.9,0,44,61,44,3,7,5.9,18,5,7,29,20,67,18,45,24,26,45,2.5,1.9,950,74,33,0,47,51,Africa
Fiji,108,4.5,3.4,2.6,8,94,99,1,2.9,2.8,2.8,2.8,1.5,1.2,0,71,83,94,1.3,0,0,18,868,159,300,91,99,0,0,0,0,0,60,66,69,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.1,0,3,0,0,72,0,31,0,99,57,53,30,22,15,18,16,107,40,0,23,0,26,8,6,7,0,99,34,29,21,0,18,0,0,0,100,0,0,0,25,14,0,0,95,98,100,94,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,45,26,0,0,0,0,0,0,0,10,1400,0,0,0,0,0,0,0,0,0,0,0,0,99,Oceania
Finland,108,1.9,1.7,1.9,2,0,99,0,4.4,4.4,4,3.6,0.3,-0.3,0,100,100,100,1,0,0,12,5385,627,1084,303,0,0,0,0,100,0,70,75,80,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,7,0,0,0,0,8,0,99,0,16,7,4,3,3,3,184,0,0,0,0,5,10,10,10,0,99,14,13,11,0,61,0,0,0,0,0,0,0,6,2,16,0,100,100,100,97,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,57,33,0,0,0,0,0,0,0,4,12200,0,0,0,0,0,0,0,0,0,0,0,0,99,Europe
France,108,2.5,1.8,2,2,0,97,0,3.6,4.9,3.6,2.5,1.8,-0.6,0,100,100,100,1,0,0,12,63126,7482,13837,3985,0,3,0,0,0,0,72,77,82,65,46,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0.1,0.2,0.1,0.4,0,9,0,0,0,0,12,0,99,0,18,9,5,4,5,4,169,0,0,0,0,8,11,9,9,0,99,17,13,13,0,792,0,0,0,0,0,0,0,7,3,21,0,100,100,100,89,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,53,24,0,0,0,0,0,0,0,0,6200,0,0,0,0,0,0,0,0,0,0,0,0,99,Europe
Gabon,103,4.7,5.2,3.2,25,75,45,0,0,1.4,1.7,2.1,-0.5,2.3,70,30,33,33,1.1,35,0,23,1534,346,642,188,89,3,2,4,85,63,47,61,63,45,24,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,1.2,2.1,5,62,1,0,0,0,0,0,48,44,71,0,94,82,59,72,66,44,6,9,520,0,230,20,11,9,36,69,34,38,27,0,42,0,0,67,86,92,0,1.4,69,49,6,6,41,87,95,55,64,0,0,0,0,0,0,0,94,0,0,0,8,0,0,0,100,25,31,20,88,1,1,92,87,89,90,14,130,0,0,29,25,23,0,0.8,21,0,55,0,0,45,Africa
Gambia,104,6.1,6.1,4.8,34,91,96,5,2.8,2.3,2.3,2.4,0,1.1,51,65,68,70,1.1,23,93,24,1776,421,897,292,90,6,4,10,56,72,38,53,58,96,8,14,0,64,33,33,20,48,0,0,0,0,24,41,2.4,1.7,0,13,1.2,0.4,0.8,1.5,34,3,91,90,90,30,104,69,95,52,286,165,130,94,107,101,23,34,31,730,93,360,26,13,9,21,99,51,47,38,21,67,34,58,41,57,77,1.7,1.9,78,58,3,2,85,89,92,91,0,19,22,25,18,21,70,42,98,24,9,22,18,12,2.6,1.9,100,24,39,23,46,1.3,1,61,52,53,54,10,56,43,32,39,39,39,0.7,1,0,76,33,49,0,96,Africa
Georgia,110,2.6,2.2,1.5,15,0,92,15,0,3.6,3.9,4.2,0.9,1.6,0,93,95,96,1,6,98,13,4329,541,892,258,96,1,1,2,98,90,67,71,74,92,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.1,0.2,0.2,0.2,43,3,63,70,67,0,44,74,90,69,0,47,33,18,23,21,91,55,17,19,0,67,9,9,11,100,95,19,17,12,61,51,95,99,98,100,99,1,1,40,18,24,20,96,98,100,94,0,8,8,7,8,8,56,0,98,0,0,1,1,1,0,1.6,78,11,56,37,99,1,1,98,98,99,99,5,960,0,0,36,40,44,0,1.2,0,0,0,0,0,94,Asia
Germany,106,2,1.4,1.4,2,0,93,0,5.6,4.5,3.6,2.7,1.9,-0.2,0,100,100,100,1,0,0,10,82163,8059,13437,3504,0,3,0,0,0,0,71,75,80,93,11,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,8,0,0,0,0,9,0,95,0,26,9,5,4,4,4,169,0,0,0,0,7,12,11,11,0,99,14,11,9,0,699,0,0,0,0,0,0,0,7,3,29,4,100,100,100,99,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,53,26,0,0,0,0,0,0,0,0,10600,0,0,0,0,0,0,0,0,0,0,0,0,99,Europe
Ghana,103,7,5.6,4.1,30,88,91,3,2.1,2,2.1,2.2,1.1,1.5,48,8,14,19,2.4,16,81,22,24966,5412,11174,3591,98,60,3,9,67,87,49,57,64,91,110,230,31,2,28,28,17,34,30,34,23,50,22,34,2.1,1.5,2.1,34,0.9,0.4,0.6,1.5,76,3,94,94,94,53,70,41,91,52,183,121,99,72,83,78,34,63,44,450,0,350,17,11,8,32,94,47,39,31,30,776,39,98,54,68,88,2.5,1.6,76,52,11,6,80,86,91,91,970,21,21,27,15,21,56,0,96,19,9,16,14,11,2.2,1.5,0,28,36,21,47,1.7,1.3,82,55,63,72,13,68,45,34,34,35,37,0.7,1.1,180,4,39,0,42,91,Africa
Greece,106,2.4,1.4,1.5,3,0,83,0,5.5,5,5,5.1,2.5,-0.3,0,97,98,99,1,0,0,10,11390,1087,2001,600,91,1,0,0,0,0,72,77,80,95,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.1,0.1,0.1,0.2,0,7,0,0,0,0,12,0,99,0,38,13,8,4,5,4,169,0,0,0,0,3,8,9,10,0,99,17,10,10,0,117,0,0,0,0,0,0,0,12,4,0,0,99,100,100,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,43,0,0,0,0,0,0,0,0,25500,0,0,0,0,0,0,0,0,0,0,0,0,99,Europe
