Country or Area,Poorest 20% Learning materials at home - Playthings,Total Learning materials at home - Playthings,Richest 20% Learning materials at home - Playthings,Male Net attendance ratio in secondary education,Female Net attendance ratio in secondary education,Ratio of school attendance of orphans to school attendance of non-orphans,Gross enrolment ratio of girls to boys in primary education,Ratio of girls to boys starting grade 1 who reach grade 5,Proportion of pupils starting grade 1 who reach grade 5,Female 15-24 yr Literacy rate of 15-24 year-olds,Male 15-24 yr Literacy rate of 15-24 year-olds,Urban Net attendance ratio in primary education (NAR),Ratio of richest to poorest Net attendance ratio in primary education (NAR),Female Net attendance ratio in primary education (NAR),Poorest 20% Net attendance ratio in primary education (NAR),Richest 20% Net attendance ratio in primary education (NAR),Ratio of urban to rural Net attendance ratio in primary education (NAR),Rural Net attendance ratio in primary education (NAR),Male Net attendance ratio in primary education (NAR),Male Gross enrolment ratio in pre-primary education,Female Gross enrolment ratio in pre-primary education,Male Gross enrolment ratio in primary education,Female Gross enrolment ratio in primary education,Adult literacy rate,Gross enrolment ratio in lower secondary education,Gross enrolment ratio of girls to boys in secondary education,Poorest 20% Adult support for learning,Male Adult support for learning,Total Adult support for learning,Richest 20% Adult support for learning,Female Adult support for learning,Father's support for learning,Ratio of adult literacy rate of females to males,Central government expenditure allocated to education,Proportion of pupils starting grade 1 who reach grade 5 (survey data),Poorest 20% Attendance in early childhood education,Male Attendance in early childhood education,Total Attendance in early childhood education,Richest 20% Attendance in early childhood education,Female Attendance in early childhood education,Male Net enrolment ratio in secondary education,Female Net enrolment ratio in secondary education,Male Net enrolment ratio in primary education (NER),Female Net enrolment ratio in primary education (NER),Total Net enrolment ratio in primary education (NER),Gross enrolment ratio in upper secondary education,Poorest 20% Learning materials at home - Children's books,Total Learning materials at home - Children's books,Richest 20% Learning materials at home - Children's books
Cuba,0.8513513513513513,0.9154929577464788,0.9113924050632912,0.6301020408163265,0.6938775510204082,0.7863247863247863,0.6590909090909091,0.5686274509803921,0.9315068493150684,1.0,1.0,0.96,0.136,0.7727272727272727,0.5151515151515151,0.87,0.30303030303030304,0.9747474747474748,0.803030303030303,0.6,0.668918918918919,0.4117647058823529,0.4420289855072464,1.0,0.6578947368421053,0.59375,1.0,1.0,1.0,1.0,1.0,0.6582278481012658,0.8695652173913043,0.8666666666666667,0.9,0.5461538461538461,0.17346938775510204,0.4489795918367347,0.5721649484536082,0.19072164948453607,0.8505747126436781,0.8369565217391305,1.0,1.0,0.5230769230769231,0.4969325153374233,0.7096774193548387,0.8350515463917526,0.9393939393939394
Cyprus,0.6216216216216216,0.7793427230046949,0.5949367088607594,0.7460317460317459,0.7346938775510204,0.7350427350427351,0.6818181818181818,0.5637254901960784,0.8664383561643836,1.0,1.0,0.8816666666666668,0.08266666666666665,0.8114478114478114,0.6397306397306398,0.7466666666666667,0.3282828282828283,0.8164983164983165,0.8232323232323232,0.4848484848484849,0.5405405405405406,0.4264705882352941,0.463768115942029,0.98,0.7280701754385965,0.6041666666666666,0.53125,0.6700680272108844,0.6666666666666666,0.7966666666666667,0.6598639455782314,0.7443037974683544,0.8521739130434782,0.4666666666666667,0.9455555555555556,0.16153846153846155,0.03571428571428571,0.5714285714285714,0.4536082474226804,0.03608247422680412,0.9655172413793104,0.9565217391304348,0.984126984126984,0.9850746268656716,1.0,0.5644171779141104,0.22939068100358415,0.32302405498281783,0.5892255892255893
Czech Republic,0.4864864864864865,0.6619718309859155,0.5949367088607594,0.8911564625850338,0.9081632653061223,0.7627715795654721,0.6818181818181818,0.5294117647058824,1.0,0.99,0.99,0.815,0.056,0.8636363636363636,0.3434343434343434,0.465,0.2878787878787879,0.8636363636363636,0.8636363636363636,0.6424242424242425,0.7027027027027027,0.4264705882352941,0.4710144927536232,0.98,0.6491228070175439,0.6145833333333334,0.9895833333333334,0.9897959183673468,0.9897959183673468,0.98,0.979591836734694,0.9113924050632912,0.8521739130434782,0.26666666666666666,1.0,0.4615384615384616,0.08163265306122447,0.33673469387755106,0.7628865979381443,0.07216494845360824,0.8160919540229885,0.8043478260869565,0.9206349206349206,0.9253731343283582,0.9384615384615383,0.5153374233128835,1.0,1.0,1.0
Côte d'Ivoire,0.5945945945945946,0.5915492957746479,0.4430379746835443,0.32653061224489793,0.22448979591836732,0.7094017094017094,0.3181818181818182,0.4509803921568628,0.4657534246575342,0.62,0.72,0.67,0.08,0.8181818181818182,1.0,0.98,0.42424242424242425,0.4848484848484849,0.8585858585858586,0.01818181818181818,0.020270270270270268,0.35294117647058826,0.2826086956521739,0.56,0.2368421052631579,0.3541666666666667,0.5729166666666666,0.5102040816326531,0.5102040816326531,0.57,0.5204081632653061,0.5063291139240507,0.6260869565217392,0.26666666666666666,0.9,0.015384615384615384,0.051020408163265314,0.051020408163265314,0.24742268041237114,0.041237113402061855,0.2676518883415435,0.2375776397515528,0.4761904761904762,0.34328358208955223,0.9692307692307692,0.1656441717791411,0.03225806451612903,0.010309278350515464,0.13131313131313133
Democratic People's Republic of Korea,1.0,0.9577464788732394,0.7848101265822784,1.0,1.0,0.8717948717948718,0.75,0.5424836601307194,0.9315068493150684,1.0,1.0,1.0,0.096,0.98989898989899,0.3333333333333333,0.39,0.30303030303030304,1.0,0.98989898989899,0.3333333333333333,0.3716216216216216,0.4558823529411765,0.5144927536231884,1.0,0.6140350877192983,0.6458333333333334,0.4583333333333333,0.5714285714285714,0.6020408163265306,0.73,0.6326530612244898,0.9493670886075948,0.8695652173913043,0.2,0.99,0.4,0.21428571428571427,0.3775510204081632,0.8556701030927835,0.17525773195876287,0.6666666666666666,0.7173913043478259,0.9365079365079364,0.9402985074626866,0.9846153846153848,0.392638036809816,0.06451612903225806,0.2371134020618557,0.4848484848484849
Democratic Republic of the Congo,0.28378378378378377,0.5352112676056338,0.5063291139240507,0.35714285714285715,0.2857142857142857,0.6324786324786325,0.4090909090909091,0.29411764705882354,0.3835616438356164,0.62,0.68,0.86,0.112,0.9191919191919192,0.6464646464646465,0.87,0.3636363636363637,0.7070707070707071,0.9494949494949496,0.01212121212121212,0.013513513513513514,0.38235294117647056,0.3333333333333333,0.67,0.2543859649122807,0.16666666666666666,0.6458333333333334,0.6224489795918368,0.6224489795918368,0.76,0.6326530612244898,0.4556962025316456,0.6434782608695652,0.13333333333333333,0.75,0.030769230769230767,0.051020408163265314,0.051020408163265314,0.1855670103092784,0.061855670103092786,0.26436781609195403,0.22826086956521735,0.5079365079365079,0.4626865671641791,0.4923076923076923,0.17177914110429449,0.014336917562724013,0.20446735395189,0.2138047138047138
Denmark,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.5703755339345039,0.5798192532827089,0.7627715795654721,0.7045454545454546,0.5294117647058824,0.9863013698630136,0.99,0.99,0.8813114455084354,0.10568099642372658,0.8162795879451135,0.5881933778530154,0.7350180046861513,0.34246915115588233,0.8217924802056124,0.8244458377666305,0.5818181818181818,0.6418918918918919,0.375,0.42028985507246375,0.98,0.8508771929824561,0.625,0.6496003668763104,0.7236137851366959,0.7250288794763189,0.8169213836477991,0.7254492362982935,0.6049996019425201,0.8521739130434782,0.5333333333333333,0.9031522702104097,0.22661001788908747,0.216186125613036,0.3896189289669356,0.4896277871014144,0.22159354271557596,0.8735632183908046,0.9021739130434784,0.9206349206349206,0.9552238805970148,1.0,0.7055214723926381,0.24069340186199611,0.3423123473600035,0.5195381487834321
Djibouti,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.4591836734693878,0.3775510204081632,0.7521367521367521,0.4772727272727273,0.5490196078431373,0.5068493150684932,0.67,0.76,0.67,0.08800000000000001,0.8080808080808081,0.797979797979798,0.86,0.42424242424242425,0.494949494949495,0.9191919191919192,0.01818181818181818,0.020270270270270268,0.10294117647058824,0.10869565217391304,0.63,0.21929824561403508,0.3958333333333333,0.5416666666666666,0.54421768707483,0.54421768707483,0.5766666666666665,0.5476190476190476,0.2911392405063291,0.6608695652173913,0.4666666666666667,0.92,0.09230769230769233,0.020408163265306117,0.5,0.24742268041237114,0.030927835051546393,0.1839080459770115,0.13043478260869565,0.15873015873015872,0.13432835820895522,0.7538461538461538,0.12883435582822084,0.021505376344086027,0.030927835051546393,0.101010101010101
Dominica,0.8513513513513513,0.9154929577464788,0.9113924050632912,0.6301020408163265,0.6938775510204082,0.7863247863247863,0.6590909090909091,0.6274509803921569,0.8356164383561644,0.97,0.97,0.96,0.136,0.7727272727272727,0.5151515151515151,0.87,0.30303030303030304,0.9747474747474748,0.803030303030303,0.6666666666666666,0.7635135135135135,0.4779411764705882,0.5072463768115942,0.91,0.7807017543859649,0.6979166666666666,1.0,1.0,1.0,1.0,1.0,0.6582278481012658,0.8521739130434782,0.2,0.9,0.5461538461538461,0.17346938775510204,0.4489795918367347,0.5721649484536082,0.19072164948453607,0.6781609195402298,0.7391304347826086,0.8871252204585535,0.8689883913764511,0.7179487179487181,0.4907975460122699,0.7096774193548387,0.8350515463917526,0.9393939393939394
Dominican Republic,0.8513513513513513,0.9154929577464788,0.9113924050632912,0.5714285714285714,0.6938775510204082,0.8376068376068376,0.4318181818181818,0.5686274509803921,0.8767123287671232,0.98,0.96,0.95,0.136,0.98989898989899,0.5050505050505051,0.87,0.30303030303030304,0.9595959595959596,0.9797979797979798,0.22424242424242424,0.25,0.4926470588235294,0.4420289855072464,0.9,0.6228070175438597,0.7291666666666666,1.0,1.0,1.0,1.0,1.0,0.6582278481012658,0.8695652173913043,0.06666666666666668,0.78,0.5461538461538461,0.17346938775510204,0.4489795918367347,0.5721649484536082,0.19072164948453607,0.5287356321839081,0.6413043478260869,0.9365079365079364,0.8507462686567164,0.953846153846154,0.4049079754601227,0.7096774193548387,0.8350515463917526,0.9393939393939394
Ecuador,0.9054054054054054,0.7676056338028169,0.7784810126582279,0.7244897959183674,0.7448979591836735,0.7627715795654721,0.7272727272727273,0.5686274509803921,0.8767123287671232,0.99,0.98,0.945,0.09733333333333333,0.6228956228956228,0.5269360269360268,0.695,0.3080808080808081,0.9309764309764312,0.6313131313131313,0.6545454545454545,0.7702702702702703,0.4852941176470588,0.5362318840579711,0.92,0.5789473684210527,0.6354166666666666,0.71875,0.8316326530612245,0.8367346938775511,0.955,0.8418367346938775,0.5253164556962026,0.8434782608695652,0.26666666666666666,0.9257142857142856,0.38461538461538464,0.4336734693877551,0.20408163265306126,0.7268041237113402,0.4587628865979381,0.6781609195402298,0.7391304347826086,0.8932178932178934,0.8982360922659433,0.737062937062937,0.37423312883435583,0.25806451612903225,0.4793814432989691,0.8131313131313131
Egypt,0.25675675675675674,0.19718309859154928,0.08860759493670886,0.7142857142857143,0.7142857142857143,0.8205128205128205,0.6136363636363636,0.5686274509803921,0.7842465753424658,0.84,0.91,0.91,0.128,0.7575757575757576,0.2525252525252525,0.39,0.30303030303030304,0.8787878787878788,0.7272727272727273,0.1393939393939394,0.14864864864864866,0.4044117647058824,0.4130434782608696,0.72,0.6578947368421053,0.5625,0.3645833333333333,0.4795918367346938,0.4897959183673469,0.68,0.5,0.7088607594936709,0.6869565217391305,0.2,0.99,0.12307692307692307,0.17346938775510204,0.17346938775510204,0.6494845360824743,0.17010309278350516,0.6781609195402298,0.6630434782608695,0.8690476190476191,0.8283582089552238,0.7807692307692308,0.2883435582822086,0.0967741935483871,0.21649484536082475,0.5252525252525253
El Salvador,0.7432432432432432,0.6901408450704225,0.7341772151898734,0.42857142857142855,0.4877551020408163,0.7435897435897436,0.5909090909090909,0.5490196078431373,0.8082191780821918,0.96,0.96,0.9025,0.07200000000000001,0.8787878787878788,0.5328282828282829,0.59,0.3257575757575757,0.8585858585858586,0.8661616161616161,0.3757575757575757,0.4324324324324325,0.5073529411764706,0.5072463768115942,0.84,0.5877192982456141,0.6145833333333334,0.7604166666666666,0.8979591836734694,0.8775510204081632,0.94,0.8469387755102041,0.6329113924050633,0.8173913043478261,0.2,0.77,0.24615384615384614,0.8877551020408163,0.8775510204081632,0.6082474226804123,0.8762886597938144,0.5172413793103449,0.5543478260869565,0.9206349206349206,0.9253731343283582,0.6153846153846154,0.24539877300613494,0.1827956989247312,0.010309278350515464,0.7373737373737373
Equatorial Guinea,0.3918918918918919,0.5070422535211268,0.5443037974683544,0.2346938775510204,0.22448979591836732,0.8547008547008547,0.6363636363636364,0.6862745098039216,0.4794520547945205,0.98,0.98,0.826,0.0768,0.5959595959595959,0.6202020202020202,0.708,0.3878787878787879,0.6767676767676768,0.6404040404040404,0.2787878787878788,0.4189189189189189,0.29411764705882354,0.3188405797101449,0.94,0.2368421052631579,0.3541666666666667,0.59375,0.6428571428571429,0.6428571428571429,0.77,0.6428571428571429,0.4430379746835443,0.8086956521739129,0.26666666666666666,0.9,0.09230769230769233,0.2551020408163265,0.6224489795918368,0.5051546391752577,0.1958762886597938,0.19310344827586207,0.19782608695652174,0.31746031746031744,0.34328358208955223,0.7538461538461538,0.1656441717791411,0.010752688172043013,0.08247422680412371,0.21212121212121213
Eritrea,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.2346938775510204,0.21428571428571427,0.7521367521367521,0.3409090909090909,0.4117647058823529,0.5753424657534246,0.87,0.92,0.7782352941176471,0.17741176470588232,0.8692810457516341,0.6488413547237079,0.813529411764706,0.4117647058823529,0.6553773024361259,0.8651218062982768,0.07878787878787878,0.08108108108108109,0.43355545343137253,0.4547478864734303,0.68,0.21929824561403508,0.3541666666666667,0.5416666666666666,0.54421768707483,0.54421768707483,0.5766666666666665,0.5476190476190476,0.3512658227848101,0.6347826086956522,0.26666666666666666,0.772,0.09230769230769233,0.020408163265306117,0.5,0.24742268041237114,0.030927835051546393,0.2298850574712644,0.18478260869565216,0.8410694958587553,0.8280668363920531,0.9384615384615383,0.11042944785276074,0.021505376344086027,0.030927835051546393,0.101010101010101
Estonia,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.5703755339345039,0.5798192532827089,0.7627715795654721,0.6818181818181818,0.5294117647058824,0.9726027397260274,1.0,1.0,0.8813114455084354,0.10568099642372658,0.8162795879451135,0.5881933778530154,0.7350180046861513,0.34246915115588233,0.8217924802056124,0.8244458377666305,0.5757575757575758,0.6418918918918919,0.38235294117647056,0.4130434782608696,1.0,0.7543859649122807,0.625,0.6496003668763104,0.7236137851366959,0.7250288794763189,0.8169213836477991,0.7254492362982935,0.6049996019425201,0.8695652173913043,0.3333333333333333,0.9031522702104097,0.22661001788908747,0.216186125613036,0.3896189289669356,0.4896277871014144,0.22159354271557596,0.9080459770114944,0.9239130434782608,0.9365079365079364,0.9402985074626866,0.9692307692307692,0.6073619631901841,0.24069340186199611,0.3423123473600035,0.5195381487834321
Ethiopia,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.16326530612244894,0.16326530612244894,0.7692307692307693,0.5,0.5294117647058824,0.273972602739726,0.47,0.63,0.86,0.128,0.9393939393939394,0.35353535353535354,0.55,0.42424242424242425,0.6161616161616161,0.9191919191919192,0.02424242424242424,0.027027027027027032,0.4264705882352941,0.4057971014492754,0.39,0.2280701754385965,0.4166666666666667,0.5416666666666666,0.54421768707483,0.54421768707483,0.5766666666666665,0.5476190476190476,0.3512658227848101,0.5130434782608696,0.26666666666666666,0.84,0.09230769230769233,0.020408163265306117,0.5,0.24742268041237114,0.030927835051546393,0.2413793103448276,0.2391304347826087,0.7619047619047619,0.7014925373134329,0.9846153846153848,0.0736196319018405,0.021505376344086027,0.030927835051546393,0.101010101010101
Fiji,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.6224489795918368,0.6428571428571429,0.7606837606837606,0.6590909090909091,0.4313725490196079,0.8767123287671232,0.99,0.99,0.98,0.12,1.0,0.31313131313131315,0.48,0.30303030303030304,0.9595959595959596,1.0,0.09696969696969696,0.12162162162162166,0.4264705882352941,0.4565217391304348,0.94,0.7105263157894737,0.6979166666666666,0.6496003668763104,0.7236137851366959,0.7250288794763189,0.8169213836477991,0.7254492362982935,0.6049996019425201,0.8173913043478261,0.2,0.88,0.09230769230769233,0.020408163265306117,0.5,0.24742268041237114,0.030927835051546393,0.6666666666666666,0.7173913043478259,0.984126984126984,0.9850746268656716,0.9692307692307692,0.3987730061349693,0.24069340186199611,0.3423123473600035,0.5195381487834321
Finland,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.5703755339345039,0.5798192532827089,0.7627715795654721,0.6818181818181818,0.5294117647058824,1.0,0.99,0.99,0.8813114455084354,0.10568099642372658,0.8162795879451135,0.5881933778530154,0.7350180046861513,0.34246915115588233,0.8217924802056124,0.8244458377666305,0.4060606060606061,0.4527027027027027,0.375,0.42028985507246375,0.98,0.7017543859649122,0.65625,0.6496003668763104,0.7236137851366959,0.7250288794763189,0.8169213836477991,0.7254492362982935,0.6049996019425201,0.8521739130434782,0.4,0.9031522702104097,0.22661001788908747,0.216186125613036,0.3896189289669356,0.4896277871014144,0.22159354271557596,0.942528735632184,0.9347826086956522,0.9682539682539684,0.9701492537313432,0.9846153846153848,0.6809815950920245,0.24069340186199611,0.3423123473600035,0.5195381487834321
France,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.5703755339345039,0.5798192532827089,0.7627715795654721,0.6818181818181818,0.5490196078431373,0.9452054794520548,0.99,0.99,0.8813114455084354,0.10568099642372658,0.8162795879451135,0.5881933778530154,0.7350180046861513,0.34246915115588233,0.8217924802056124,0.8244458377666305,0.6545454545454545,0.722972972972973,0.4632352941176471,0.4927536231884058,0.98,0.7982456140350878,0.6145833333333334,0.6496003668763104,0.7236137851366959,0.7250288794763189,0.8169213836477991,0.7254492362982935,0.6049996019425201,0.8521739130434782,0.3333333333333333,0.9031522702104097,0.22661001788908747,0.216186125613036,0.3896189289669356,0.4896277871014144,0.22159354271557596,0.9885057471264368,0.9891304347826086,0.984126984126984,0.9850746268656716,1.0,0.6932515337423313,0.24069340186199611,0.3423123473600035,0.5195381487834321
Gabon,0.3918918918918919,0.5070422535211268,0.5443037974683544,0.3469387755102041,0.3673469387755102,0.8547008547008547,0.6363636363636364,0.5294117647058824,0.5616438356164384,0.97,0.99,0.826,0.0768,0.5959595959595959,0.6202020202020202,0.708,0.3878787878787879,0.6767676767676768,0.6404040404040404,0.24242424242424246,0.28378378378378377,1.0,1.0,0.88,0.2368421052631579,0.3541666666666667,0.59375,0.6428571428571429,0.6428571428571429,0.77,0.6428571428571429,0.4430379746835443,0.8,0.26666666666666666,0.9,0.09230769230769233,0.2551020408163265,0.6224489795918368,0.5051546391752577,0.1958762886597938,0.19310344827586207,0.19782608695652174,0.5079365079365079,0.4626865671641791,0.4923076923076923,0.1656441717791411,0.010752688172043013,0.08247422680412371,0.21212121212121213
Gambia,0.3918918918918919,0.5774647887323944,0.620253164556962,0.3469387755102041,0.3469387755102041,0.8803418803418803,0.75,0.4117647058823529,0.4657534246575342,0.62,0.72,0.53,0.08800000000000001,0.7777777777777778,0.6565656565656566,0.73,0.4545454545454546,0.35353535353535354,0.8181818181818182,0.17575757575757575,0.20270270270270271,0.25,0.3115942028985507,0.5,0.3859649122807017,0.5520833333333334,0.5208333333333334,0.5,0.4897959183673469,0.56,0.4795918367346938,0.26582278481012656,0.5826086956521739,0.2,0.93,0.2,1.0,0.061224489795918366,0.3402061855670103,1.0,0.26436781609195403,0.22826086956521735,0.492063492063492,0.5522388059701493,0.953846153846154,0.25153374233128833,0.013440860215053764,0.12371134020618554,0.2188552188552189
Georgia,0.5540540540540541,0.9154929577464788,0.5189873417721519,0.8673469387755102,0.8979591836734694,0.7350427350427351,0.7727272727272727,0.6274509803921569,0.9452054794520548,1.0,1.0,0.97,0.08800000000000001,0.7575757575757576,0.9292929292929292,0.98,0.30303030303030304,0.9595959595959596,0.7676767676767676,0.3090909090909091,0.4256756756756757,0.4338235294117647,0.5072463768115942,1.0,0.6491228070175439,0.5208333333333334,0.8854166666666666,0.9489795918367347,0.9489795918367347,0.99,0.9489795918367347,0.7721518987341772,0.8695652173913043,0.13333333333333333,0.98,0.26153846153846155,0.051020408163265314,1.0,0.7216494845360825,0.05154639175257732,0.6436781609195402,0.5978260869565217,0.8982259570494863,0.8665496049165936,0.8714932126696834,0.4723926380368098,0.5161290322580645,0.5567010309278351,0.9191919191919192
Germany,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.5703755339345039,0.5798192532827089,0.7627715795654721,0.7045454545454546,0.5490196078431373,0.9452054794520548,0.99,0.99,0.8813114455084354,0.10568099642372658,0.8162795879451135,0.5881933778530154,0.7350180046861513,0.34246915115588233,0.8217924802056124,0.8244458377666305,0.6848484848484848,0.7567567567567568,0.4044117647058824,0.4420289855072464,0.98,0.7192982456140351,0.5520833333333334,0.6496003668763104,0.7236137851366959,0.7250288794763189,0.8169213836477991,0.7254492362982935,0.6049996019425201,0.8521739130434782,0.26666666666666666,0.9031522702104097,0.22661001788908747,0.216186125613036,0.3896189289669356,0.4896277871014144,0.22159354271557596,0.8160919540229885,0.8043478260869565,0.9614512471655328,0.9637526652452024,0.956043956043956,0.6319018404907976,0.24069340186199611,0.3423123473600035,0.5195381487834321
Ghana,0.4189189189189189,1.0,0.6455696202531646,0.4081632653061225,0.4489795918367347,0.6495726495726496,0.7045454545454546,0.35294117647058826,0.6164383561643836,0.8,0.82,0.8,0.112,0.98989898989899,0.6262626262626263,0.86,0.3636363636363637,0.6868686868686869,0.98989898989899,0.4060606060606061,0.4662162162162162,0.4338235294117647,0.4782608695652174,0.67,0.5614035087719298,0.5104166666666666,0.2395833333333333,0.3877551020408163,0.4081632653061225,0.78,0.42857142857142855,0.37974683544303794,0.7304347826086957,0.26666666666666666,0.81,0.6461538461538462,0.12244897959183673,0.051020408163265314,1.0,0.16494845360824742,0.4482758620689655,0.4239130434782609,0.7460317460317459,0.7761194029850746,0.9846153846153848,0.2147239263803681,0.010752688172043013,0.5876288659793815,0.2323232323232323
Greece,0.7837837837837838,0.7577464788732394,0.6658227848101266,0.8877551020408163,0.8857142857142857,0.7627715795654721,0.6818181818181818,0.5490196078431373,0.9452054794520548,0.99,0.99,0.966,0.0624,0.8383838383838383,0.39797979797979793,0.48,0.30303030303030304,0.9757575757575756,0.8404040404040405,0.3393939393939394,0.3716216216216216,0.38235294117647056,0.42028985507246375,0.97,0.6666666666666666,0.5729166666666666,0.8229166666666666,0.9224489795918368,0.9244897959183672,0.962,0.926530612244898,0.8987341772151899,0.8521739130434782,0.2,0.99,0.21153846153846154,0.2372448979591837,0.25,0.5463917525773195,0.25773195876288657,0.8160919540229885,0.8043478260869565,0.9206349206349206,0.9253731343283582,0.9384615384615383,0.4662576687116564,0.4,0.44948453608247424,0.8101010101010101
Grenada,0.8513513513513513,0.9154929577464788,0.9113924050632912,0.6301020408163265,0.6938775510204082,0.7863247863247863,0.7045454545454546,0.5686274509803921,0.8767123287671232,0.97,0.97,0.96,0.136,0.7727272727272727,0.5151515151515151,0.87,0.30303030303030304,0.9747474747474748,0.803030303030303,0.5696969696969697,0.6824324324324325,0.4044117647058824,0.4492753623188406,0.91,0.8947368421052632,0.6354166666666666,1.0,1.0,1.0,1.0,1.0,0.6582278481012658,0.8521739130434782,0.26666666666666666,0.9,0.5461538461538461,0.17346938775510204,0.4489795918367347,0.5721649484536082,0.19072164948453607,0.9540229885057472,0.8478260869565217,0.9365079365079364,0.9850746268656716,0.7230769230769231,0.5214723926380368,0.7096774193548387,0.8350515463917526,0.9393939393939394
Guatemala,0.7432432432432432,0.6901408450704225,0.7341772151898734,0.2346938775510204,0.24489795918367346,0.7435897435897436,0.6136363636363636,0.5686274509803921,0.8767123287671232,0.85,0.89,0.9025,0.07200000000000001,0.8787878787878788,0.5328282828282829,0.59,0.3257575757575757,0.8585858585858586,0.8661616161616161,0.41818181818181815,0.4797297297297297,0.5220588235294118,0.5289855072463768,0.75,0.4035087719298245,0.53125,0.7604166666666666,0.8979591836734694,0.8775510204081632,0.94,0.8469387755102041,0.6329113924050633,0.7565217391304347,0.13333333333333333,0.77,0.24615384615384614,0.8877551020408163,0.8775510204081632,0.6082474226804123,0.8762886597938144,0.3563218390804598,0.3478260869565217,1.0,0.9701492537313432,1.0,0.2699386503067485,0.1827956989247312,0.010309278350515464,0.7373737373737373
Guinea,0.3918918918918919,0.5070422535211268,0.5443037974683544,0.2755102040816326,0.17346938775510204,0.7521367521367521,0.3409090909090909,0.05882352941176471,0.5342465753424658,0.57,0.7,0.7453333333333333,0.09386666666666664,0.7717171717171718,0.6370370370370371,0.7613333333333334,0.4626262626262627,0.5252525252525253,0.7885521885521886,0.07878787878787878,0.08783783783783784,0.4044117647058824,0.32608695652173914,0.41,0.2368421052631579,0.17708333333333334,0.59375,0.6428571428571429,0.6428571428571429,0.77,0.6428571428571429,0.4430379746835443,0.5043478260869565,0.06666666666666668,0.96,0.09230769230769233,0.020408163265306117,0.5,0.24742268041237114,0.030927835051546393,0.27586206896551724,0.15217391304347827,0.7301587301587301,0.5522388059701493,0.8615384615384616,0.13496932515337426,0.010752688172043013,0.08247422680412371,0.21212121212121213
Guinea-Bissau,0.3918918918918919,0.5070422535211268,0.5443037974683544,0.2755102040816326,0.20408163265306126,0.9316239316239316,0.5681818181818182,0.5294117647058824,0.5616438356164384,0.65,0.79,0.84,0.08800000000000001,0.9191919191919192,0.8181818181818182,0.93,0.4545454545454546,0.5757575757575758,0.8787878787878788,0.03636363636363636,0.040540540540540536,0.5808823529411765,0.5652173913043478,0.54,0.2368421052631579,0.3541666666666667,0.59375,0.6428571428571429,0.6428571428571429,0.77,0.6428571428571429,0.4430379746835443,0.5217391304347826,0.26666666666666666,0.79,0.061538461538461535,0.17346938775510204,0.14285714285714285,0.26804123711340205,0.1958762886597938,0.26436781609195403,0.22826086956521735,0.6349206349206349,0.5970149253731343,1.0,0.1656441717791411,0.010752688172043013,0.08247422680412371,0.21212121212121213
Guyana,0.9054054054054054,0.6338028169014085,0.7594936708860759,0.7142857142857143,0.8061224489795918,0.7627715795654721,0.7954545454545454,0.4509803921568628,0.7671232876712328,0.97,0.97,0.96,0.136,0.2828282828282828,0.5252525252525253,0.86,0.30303030303030304,0.9494949494949496,0.3232323232323233,0.4424242424242424,0.5202702702702703,0.25735294117647056,0.32608695652173914,0.91,0.7017543859649122,0.71875,0.8020833333333334,0.8979591836734694,0.9081632653061223,0.99,0.9081632653061223,0.6582278481012658,0.8521739130434782,0.13333333333333333,1.0,0.5076923076923077,0.4489795918367347,0.1836734693877551,0.8041237113402062,0.4329896907216495,0.7586206896551724,0.8152173913043478,0.7142857142857143,0.7910447761194029,0.7538461538461538,0.4539877300613497,0.3010752688172043,0.4948453608247423,0.8686868686868687
Haiti,0.8513513513513513,0.9154929577464788,0.9113924050632912,0.1836734693877551,0.21428571428571427,0.7350427350427351,0.6363636363636364,0.5686274509803921,0.8767123287671232,0.7,0.74,0.96,0.136,0.7727272727272727,0.5151515151515151,0.87,0.30303030303030304,0.9747474747474748,0.803030303030303,0.41818181818181815,0.4662162162162162,0.5,0.5144927536231884,0.49,0.7280701754385965,0.6875,1.0,1.0,1.0,1.0,1.0,0.6582278481012658,0.7304347826086957,0.26666666666666666,0.85,0.09230769230769233,0.020408163265306117,0.5,0.24742268041237114,0.030927835051546393,0.6781609195402298,0.7391304347826086,0.9365079365079364,0.9253731343283582,0.476923076923077,0.4355828220858896,0.7096774193548387,0.8350515463917526,0.9393939393939394
