Country or Area,Poorest 20% Learning materials at home - Playthings,Total Learning materials at home - Playthings,Richest 20% Learning materials at home - Playthings,Male Net attendance ratio in secondary education,Female Net attendance ratio in secondary education,Ratio of school attendance of orphans to school attendance of non-orphans,Gross enrolment ratio of girls to boys in primary education,Ratio of girls to boys starting grade 1 who reach grade 5,Proportion of pupils starting grade 1 who reach grade 5,Female 15-24 yr Literacy rate of 15-24 year-olds,Male 15-24 yr Literacy rate of 15-24 year-olds,Urban Net attendance ratio in primary education (NAR),Ratio of richest to poorest Net attendance ratio in primary education (NAR),Female Net attendance ratio in primary education (NAR),Poorest 20% Net attendance ratio in primary education (NAR),Richest 20% Net attendance ratio in primary education (NAR),Ratio of urban to rural Net attendance ratio in primary education (NAR),Rural Net attendance ratio in primary education (NAR),Male Net attendance ratio in primary education (NAR),Male Gross enrolment ratio in pre-primary education,Female Gross enrolment ratio in pre-primary education,Male Gross enrolment ratio in primary education,Female Gross enrolment ratio in primary education,Adult literacy rate,Gross enrolment ratio in lower secondary education,Gross enrolment ratio of girls to boys in secondary education,Poorest 20% Adult support for learning,Male Adult support for learning,Total Adult support for learning,Richest 20% Adult support for learning,Female Adult support for learning,Father's support for learning,Ratio of adult literacy rate of females to males,Central government expenditure allocated to education,Proportion of pupils starting grade 1 who reach grade 5 (survey data),Poorest 20% Attendance in early childhood education,Male Attendance in early childhood education,Total Attendance in early childhood education,Richest 20% Attendance in early childhood education,Female Attendance in early childhood education,Male Net enrolment ratio in secondary education,Female Net enrolment ratio in secondary education,Male Net enrolment ratio in primary education (NER),Female Net enrolment ratio in primary education (NER),Total Net enrolment ratio in primary education (NER),Gross enrolment ratio in upper secondary education,Poorest 20% Learning materials at home - Children's books,Total Learning materials at home - Children's books,Richest 20% Learning materials at home - Children's books
Azerbaijan,0.6216216216216216,0.7793427230046949,0.5949367088607594,0.8469387755102041,0.8367346938775511,0.7350427350427351,0.6818181818181818,0.5686274509803921,0.9452054794520548,1.0,1.0,0.74,0.10568099642372658,0.9696969696969696,0.5881933778530154,0.7350180046861513,0.30303030303030304,0.7272727272727273,0.9595959595959596,0.15151515151515152,0.16216216216216214,0.3382352941176471,0.37681159420289856,1.0,0.6403508771929824,0.5833333333333334,0.53125,0.6700680272108844,0.6666666666666666,0.7966666666666667,0.6598639455782314,0.7443037974683544,0.8695652173913043,0.13333333333333333,1.0,0.16153846153846155,0.03571428571428571,0.5714285714285714,0.4536082474226804,0.03608247422680412,0.6436781609195402,0.5978260869565217,0.7619047619047619,0.7611940298507462,1.0,0.4355828220858896,0.22939068100358415,0.32302405498281783,0.5892255892255893
Bahamas,0.8513513513513513,0.9154929577464788,0.9113924050632912,0.6301020408163265,0.6938775510204082,0.7863247863247863,0.75,0.4509803921568628,0.8493150684931506,0.97,0.97,0.96,0.136,0.7727272727272727,0.5151515151515151,0.87,0.30303030303030304,0.9747474747474748,0.803030303030303,0.41818181818181815,0.4662162162162162,0.4779411764705882,0.5362318840579711,0.91,0.7192982456140351,0.65625,1.0,1.0,1.0,1.0,1.0,0.6582278481012658,0.8521739130434782,0.26666666666666666,0.9,0.5461538461538461,0.17346938775510204,0.4489795918367347,0.5721649484536082,0.19072164948453607,0.8045977011494253,0.8695652173913043,0.8871252204585535,0.8689883913764511,0.7179487179487181,0.5276073619631901,0.7096774193548387,0.8350515463917526,0.9393939393939394
Bahrain,0.6216216216216216,0.7793427230046949,0.5949367088607594,0.7857142857142857,0.8673469387755102,0.7350427350427351,0.5681818181818182,0.5637254901960784,0.8664383561643836,1.0,1.0,0.8816666666666668,0.08266666666666665,0.8114478114478114,0.6397306397306398,0.7466666666666667,0.3282828282828283,0.8164983164983165,0.8232323232323232,0.14545454545454545,0.14864864864864866,0.4044117647058824,0.4057971014492754,0.92,0.6140350877192983,0.5208333333333334,0.53125,0.6700680272108844,0.6666666666666666,0.7966666666666667,0.6598639455782314,0.7443037974683544,0.8434782608695652,0.13333333333333333,0.99,0.16153846153846155,0.03571428571428571,0.5714285714285714,0.4536082474226804,0.03608247422680412,0.6436781609195402,0.5978260869565217,0.873015873015873,0.8059701492537313,0.9076923076923076,0.32515337423312884,0.22939068100358415,0.32302405498281783,0.5892255892255893
Bangladesh,0.5945945945945946,0.6056338028169014,0.7405063291139241,0.5612244897959183,0.4693877551020408,0.7179487179487181,0.6590909090909091,0.8039215686274509,0.5342465753424658,0.78,0.75,0.86,0.10568099642372658,0.9797979797979798,0.5881933778530154,0.7350180046861513,0.30303030303030304,0.8686868686868687,0.9696969696969696,0.07878787878787878,0.08108108108108109,0.4338235294117647,0.463768115942029,0.57,0.412280701754386,0.7395833333333334,0.4375,0.6224489795918368,0.6224489795918368,0.85,0.6122448979591837,0.6708860759493671,0.7391304347826086,0.06666666666666668,0.94,0.16923076923076924,0.14285714285714285,0.15306122448979592,0.16494845360824742,0.15463917525773194,0.3793103448275862,0.4565217391304348,0.8888888888888888,0.8656716417910447,0.8307692307692308,0.22085889570552147,0.010752688172043013,0.36597938144329895,0.14646464646464644
Barbados,0.8513513513513513,0.9154929577464788,0.9113924050632912,0.6301020408163265,0.6938775510204082,0.7863247863247863,0.75,0.5686274509803921,0.8767123287671232,0.97,0.97,0.96,0.136,0.7727272727272727,0.5151515151515151,0.87,0.30303030303030304,0.9747474747474748,0.803030303030303,0.6484848484848484,0.722972972972973,0.5220588235294118,0.5869565217391305,0.91,0.7017543859649122,0.6979166666666666,1.0,1.0,1.0,1.0,1.0,0.6582278481012658,0.8521739130434782,0.4,0.9,0.5461538461538461,0.17346938775510204,0.4489795918367347,0.5721649484536082,0.19072164948453607,0.7931034482758621,0.8695652173913043,0.8871252204585535,0.8689883913764511,0.7179487179487181,0.6073619631901841,0.7096774193548387,0.8350515463917526,0.9393939393939394
Belarus,0.4864864864864865,0.6619718309859155,0.5949367088607594,0.9693877551020408,0.9897959183673468,0.7627715795654721,0.7045454545454546,0.5490196078431373,1.0,1.0,1.0,0.92,0.10568099642372658,0.7575757575757576,0.5881933778530154,0.7350180046861513,0.30303030303030304,0.9595959595959596,0.7575757575757576,0.6,0.6554054054054054,0.38235294117647056,0.427536231884058,1.0,0.6666666666666666,0.5729166666666666,0.9895833333333334,0.9897959183673468,0.9897959183673468,0.98,0.979591836734694,0.9113924050632912,0.8695652173913043,0.26666666666666666,1.0,0.4615384615384616,0.08163265306122447,0.33673469387755106,0.7628865979381443,0.07216494845360824,0.8160919540229885,0.8043478260869565,0.90652557319224,0.9137645107794362,0.9333333333333336,0.4662576687116564,1.0,1.0,1.0
Belgium,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.5703755339345039,0.5798192532827089,0.7627715795654721,0.7045454545454546,0.5882352941176471,0.9041095890410958,0.99,0.99,0.8813114455084354,0.10568099642372658,0.8162795879451135,0.5881933778530154,0.7350180046861513,0.34246915115588233,0.8217924802056124,0.8244458377666305,0.7090909090909091,0.7905405405405406,0.4191176470588235,0.4565217391304348,0.98,0.8333333333333334,0.5729166666666666,0.6496003668763104,0.7236137851366959,0.7250288794763189,0.8169213836477991,0.7254492362982935,0.6049996019425201,0.8521739130434782,0.3333333333333333,0.9031522702104097,0.22661001788908747,0.216186125613036,0.3896189289669356,0.4896277871014144,0.22159354271557596,0.8160919540229885,0.8043478260869565,0.984126984126984,0.9850746268656716,0.9846153846153848,0.6441717791411042,0.24069340186199611,0.3423123473600035,0.5195381487834321
Belize,0.7432432432432432,0.6901408450704225,0.7341772151898734,0.5918367346938775,0.6122448979591837,0.5641025641025641,0.5,0.5882352941176471,0.8630136986301371,0.97,0.97,0.97,0.10568099642372658,0.9393939393939394,0.5881933778530154,0.7350180046861513,0.30303030303030304,0.9494949494949496,0.9292929292929292,0.26666666666666666,0.3108108108108108,0.5808823529411765,0.5434782608695652,0.91,0.7280701754385965,0.6875,0.7604166666666666,0.8979591836734694,0.8775510204081632,0.94,0.8469387755102041,0.6329113924050633,0.8521739130434782,0.3333333333333333,0.98,0.24615384615384614,0.8877551020408163,0.8775510204081632,0.6082474226804123,0.8762886597938144,0.6781609195402298,0.7391304347826086,0.9478458049886622,0.953091684434968,0.8527472527472528,0.4355828220858896,0.1827956989247312,0.010309278350515464,0.7373737373737373
Benin,0.3918918918918919,0.5070422535211268,0.5443037974683544,0.3469387755102041,0.2346938775510204,0.7692307692307693,0.4090909090909091,0.5294117647058824,0.5616438356164384,0.45,0.66,0.74,0.10568099642372658,0.8787878787878788,0.5881933778530154,0.7350180046861513,0.393939393939394,0.5555555555555556,0.9090909090909092,0.10303030303030304,0.12162162162162166,0.6397058823529411,0.5507246376811594,0.42,0.2368421052631579,0.3541666666666667,0.59375,0.6428571428571429,0.6428571428571429,0.77,0.6428571428571429,0.4430379746835443,0.4782608695652174,0.26666666666666666,0.89,0.09230769230769233,0.020408163265306117,0.5,0.24742268041237114,0.030927835051546393,0.26436781609195403,0.22826086956521735,0.5657596371882085,0.5245202558635393,0.8538461538461538,0.1656441717791411,0.010752688172043013,0.08247422680412371,0.21212121212121213
Bhutan,0.4864864864864865,0.6056338028169014,0.7594936708860759,0.5510204081632653,0.5714285714285714,0.5982905982905983,0.75,0.6274509803921569,0.8767123287671232,0.68,0.8,0.96,0.10568099642372658,0.6060606060606061,0.5881933778530154,0.7350180046861513,0.33333333333333337,0.9090909090909092,0.6161616161616161,0.006060606060606061,0.006756756756756757,0.4558823529411765,0.5144927536231884,0.53,0.5175438596491229,0.6145833333333334,0.4166666666666667,0.5306122448979592,0.5510204081632653,0.73,0.5816326530612245,0.6455696202531646,0.5130434782608696,0.26666666666666666,0.94,0.04615384615384616,0.30612244897959184,0.32653061224489793,0.27835051546391754,0.3505154639175257,0.4367816091954023,0.5,0.8095238095238095,0.8656716417910447,0.9384615384615383,0.2331288343558282,0.010752688172043013,0.010309278350515464,0.24242424242424246
Bolivia (Plurinational State of),0.9054054054054054,0.7676056338028169,0.7784810126582279,0.7959183673469388,0.7653061224489796,0.7627715795654721,0.6818181818181818,0.5686274509803921,0.8767123287671232,0.99,1.0,0.98,0.10568099642372658,0.6464646464646465,0.5881933778530154,0.7350180046861513,0.30303030303030304,0.9696969696969696,0.696969696969697,0.26666666666666666,0.2972972972972973,0.4191176470588235,0.4565217391304348,0.91,0.6578947368421053,0.59375,0.71875,0.8316326530612245,0.8367346938775511,0.955,0.8418367346938775,0.5253164556962026,0.7913043478260869,0.26666666666666666,0.96,0.38461538461538464,0.4336734693877551,0.20408163265306126,0.7268041237113402,0.4587628865979381,0.6436781609195402,0.6630434782608695,0.9365079365079364,0.9253731343283582,0.476923076923077,0.4233128834355828,0.25806451612903225,0.4793814432989691,0.8131313131313131
Bosnia and Herzegovina,0.6621621621621622,0.5492957746478874,0.5443037974683544,0.9081632653061223,0.9081632653061223,0.7627715795654721,0.75,0.5098039215686274,0.9863013698630136,1.0,1.0,0.98,0.10568099642372658,0.6565656565656566,0.5881933778530154,0.7350180046861513,0.30303030303030304,0.98989898989899,0.6464646464646465,0.09696969696969696,0.10810810810810813,0.4632352941176471,0.5217391304347826,0.98,0.7017543859649122,0.6354166666666666,0.7708333333333334,0.8469387755102041,0.8469387755102041,0.9,0.8469387755102041,0.9367088607594936,0.8434782608695652,0.2,1.0,0.015384615384615384,0.1020408163265306,0.1020408163265306,0.15463917525773194,0.10309278350515463,0.8160919540229885,0.8043478260869565,0.7777777777777778,0.8208955223880597,0.15384615384615385,0.4907975460122699,0.5591397849462365,0.05154639175257732,0.8888888888888888
Botswana,0.8648648648648649,0.9718309859154929,0.9367088607594936,0.3673469387755102,0.4489795918367347,0.811965811965812,0.6136363636363636,0.6078431372549019,0.9041095890410958,0.97,0.94,0.89,0.10568099642372658,0.9494949494949496,0.5881933778530154,0.7350180046861513,0.30303030303030304,0.8585858585858586,0.9494949494949496,0.10909090909090907,0.12162162162162166,0.4705882352941176,0.4855072463768116,0.84,0.631578947368421,0.6666666666666666,0.3645833333333333,0.5102040816326531,0.5102040816326531,0.71,0.5102040816326531,0.12658227848101267,0.8782608695652174,0.4666666666666667,0.8866666666666668,0.09230769230769233,0.2959183673469388,0.32653061224489793,0.4845360824742268,0.26804123711340205,0.5172413793103449,0.6195652173913043,0.7936507936507936,0.8208955223880597,0.9692307692307692,0.392638036809816,0.010752688172043013,0.041237113402061855,0.12121212121212123
Brazil,0.9054054054054054,0.7676056338028169,0.7784810126582279,0.7551020408163265,0.8163265306122449,0.7627715795654721,0.6363636363636364,0.5686274509803921,0.8767123287671232,0.99,0.97,0.945,0.09733333333333333,0.6228956228956228,0.5269360269360268,0.695,0.3080808080808081,0.9309764309764312,0.6313131313131313,0.41818181818181815,0.4662162162162162,0.5,0.5144927536231884,0.9,0.7280701754385965,0.6875,0.71875,0.8316326530612245,0.8367346938775511,0.955,0.8418367346938775,0.5253164556962026,0.8695652173913043,0.3333333333333333,0.88,0.38461538461538464,0.4336734693877551,0.20408163265306126,0.7268041237113402,0.4587628865979381,0.6781609195402298,0.7391304347826086,0.9365079365079364,0.9253731343283582,0.476923076923077,0.4355828220858896,0.25806451612903225,0.4793814432989691,0.8131313131313131
Brunei Darussalam,0.6891891891891891,0.5633802816901409,0.6033755274261602,0.6224489795918368,0.6428571428571429,0.7350427350427351,0.7272727272727273,0.5294117647058824,0.9452054794520548,1.0,1.0,0.98,0.12,1.0,0.31313131313131315,0.48,0.30303030303030304,0.9595959595959596,1.0,0.5272727272727272,0.5878378378378378,0.4338235294117647,0.4927536231884058,0.95,0.6140350877192983,0.6354166666666666,0.5494791666666666,0.6505102040816326,0.6556122448979592,0.8175,0.6658163265306123,0.5886075949367089,0.8434782608695652,0.06666666666666668,0.8985714285714286,0.3461538461538461,0.3333333333333333,0.2295918367346939,0.5274914089347078,0.3402061855670103,0.9540229885057472,0.9891304347826086,0.9365079365079364,0.9402985074626866,0.9846153846153848,0.392638036809816,0.1039426523297491,0.3161512027491409,0.44107744107744096
Bulgaria,0.4864864864864865,0.6619718309859155,0.5949367088607594,0.8911564625850338,0.9081632653061223,0.7627715795654721,0.7045454545454546,0.5098039215686274,0.9589041095890408,0.98,0.98,0.815,0.056,0.8636363636363636,0.3434343434343434,0.465,0.2878787878787879,0.8636363636363636,0.8636363636363636,0.4787878787878788,0.527027027027027,0.4044117647058824,0.4420289855072464,0.98,0.5614035087719298,0.5520833333333334,0.9895833333333334,0.9897959183673468,0.9897959183673468,0.98,0.979591836734694,0.9113924050632912,0.8608695652173913,0.2,1.0,0.4615384615384616,0.08163265306122447,0.33673469387755106,0.7628865979381443,0.07216494845360824,0.8275862068965517,0.8043478260869565,0.984126984126984,1.0,0.8923076923076924,0.5521472392638037,1.0,1.0,1.0
Burkina Faso,0.3918918918918919,0.5070422535211268,0.5443037974683544,0.17346938775510204,0.15306122448979592,0.8632478632478633,0.5,0.7058823529411765,0.5068493150684932,0.33,0.47,0.79,0.08,0.4545454545454545,0.898989898989899,0.91,0.6363636363636365,0.3838383838383838,0.404040404040404,0.01212121212121212,0.013513513513513514,0.22794117647058826,0.2246376811594203,0.29,0.07894736842105263,0.3541666666666667,0.125,0.14285714285714285,0.14285714285714285,0.26,0.14285714285714285,0.3037974683544304,0.5130434782608696,0.26666666666666666,0.89,0.12307692307692307,0.2571428571428571,0.3435374149659864,0.4006872852233677,0.2687285223367697,0.06896551724137931,0.06521739130434782,0.3809523809523809,0.34328358208955223,0.9384615384615383,0.030674846625766868,0.010752688172043013,0.08247422680412371,0.21212121212121213
Burundi,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.07142857142857142,0.07142857142857142,0.7008547008547008,0.6818181818181818,0.8823529411764706,0.3972602739726027,0.78,0.78,0.87,0.08800000000000001,0.9696969696969696,0.9393939393939394,0.98,0.3636363636363637,0.7373737373737373,0.9595959595959596,0.048484848484848485,0.054054054054054064,0.8014705882352942,0.8260869565217391,0.67,0.13157894736842105,0.3125,0.3333333333333333,0.35714285714285715,0.3469387755102041,0.38,0.3469387755102041,0.2531645569620253,0.7391304347826086,0.4,0.82,0.061538461538461535,0.030612244897959183,0.1836734693877551,0.10309278350515463,0.010309278350515464,0.06896551724137931,0.07608695652173914,0.6507936507936508,0.6119402985074627,0.9846153846153848,0.05521472392638037,0.021505376344086027,0.030927835051546393,0.101010101010101
Cambodia,0.6891891891891891,0.5633802816901409,0.6033755274261602,0.4591836734693878,0.4489795918367347,0.7350427350427351,0.5909090909090909,0.5686274509803921,0.3972602739726027,0.86,0.88,0.85,0.096,0.7474747474747475,0.6363636363636364,0.78,0.30303030303030304,0.8585858585858586,0.7272727272727273,0.07272727272727272,0.08108108108108109,0.6029411764705882,0.6014492753623188,0.74,0.35964912280701755,0.5,0.5494791666666666,0.6505102040816326,0.6556122448979592,0.8175,0.6658163265306123,0.5886075949367089,0.6956521739130435,0.06666666666666668,0.92,0.09230769230769233,0.020408163265306117,0.5,0.24742268041237114,0.030927835051546393,0.26436781609195403,0.22826086956521735,0.9365079365079364,0.9253731343283582,0.7846153846153846,0.13496932515337426,0.1039426523297491,0.3161512027491409,0.44107744107744096
Cameroon,0.8378378378378378,0.6619718309859155,0.5822784810126582,0.3979591836734694,0.3775510204081632,0.7777777777777778,0.3863636363636364,0.4901960784313725,0.5342465753424658,0.77,0.89,0.9,0.08800000000000001,0.4848484848484849,0.7272727272727273,0.78,0.393939393939394,0.7171717171717171,0.5555555555555556,0.16363636363636366,0.1891891891891892,0.5955882352941176,0.5072463768115942,0.71,0.2368421052631579,0.4270833333333333,0.59375,0.5816326530612245,0.5918367346938775,0.69,0.6020408163265306,0.4936708860759494,0.6956521739130435,0.2,0.87,0.04615384615384616,0.051020408163265314,0.020408163265306117,0.5773195876288659,0.05154639175257732,0.19310344827586207,0.19782608695652174,0.6145124716553287,0.5223880597014925,0.6923076923076923,0.1656441717791411,0.03225806451612903,0.8144329896907216,0.2222222222222222
Canada,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.5703755339345039,0.5798192532827089,0.7627715795654721,0.7045454545454546,0.3137254901960784,0.9041095890410958,0.8945026178010469,0.9191099476439786,0.8813114455084354,0.10568099642372658,0.8162795879451135,0.5881933778530154,0.7350180046861513,0.34246915115588233,0.8217924802056124,0.8244458377666305,0.42424242424242425,0.472972972972973,0.375,0.4130434782608696,0.8387434554973819,0.7017543859649122,0.5833333333333334,0.6496003668763104,0.7236137851366959,0.7250288794763189,0.8169213836477991,0.7254492362982935,0.6049996019425201,0.7807420896881393,0.26666666666666666,0.9031522702104097,0.22661001788908747,0.216186125613036,0.3896189289669356,0.4896277871014144,0.22159354271557596,0.8850574712643678,0.8913043478260869,0.9206349206349206,0.9402985074626866,0.9846153846153848,0.6012269938650306,0.24069340186199611,0.3423123473600035,0.5195381487834321
Cape Verde,0.3918918918918919,0.5070422535211268,0.5443037974683544,0.4081632653061225,0.3673469387755102,0.8547008547008547,0.5227272727272727,0.5294117647058824,0.5616438356164384,0.99,0.97,0.8,0.136,0.797979797979798,0.4343434343434344,0.73,0.393939393939394,0.6161616161616161,0.8282828282828283,0.41818181818181815,0.4662162162162162,0.4852941176470588,0.463768115942029,0.84,0.7894736842105263,0.8125,0.59375,0.6428571428571429,0.6428571428571429,0.77,0.6428571428571429,0.4430379746835443,0.7739130434782608,0.3333333333333333,0.9,0.09230769230769233,0.2551020408163265,0.6224489795918368,0.5051546391752577,0.1958762886597938,0.5632183908045977,0.6847826086956522,0.9206349206349206,0.8805970149253731,0.9692307692307692,0.38650306748466257,0.010752688172043013,0.08247422680412371,0.21212121212121213
Central African Republic,0.5540540540540541,0.4084507042253521,0.6455696202531646,0.12244897959183673,0.09183673469387756,0.7606837606837606,0.045454545454545456,0.3333333333333333,0.2602739726027397,0.58,0.72,0.66,0.08,0.6565656565656566,0.9696969696969696,0.94,0.4848484848484849,0.42424242424242425,0.696969696969697,0.030303030303030307,0.03378378378378378,0.4485294117647059,0.26811594202898553,0.56,0.2368421052631579,0.16666666666666666,0.7291666666666666,0.7551020408163265,0.7551020408163265,0.78,0.7551020408163265,0.5316455696202531,0.5391304347826087,0.2587301587301588,0.62,0.030769230769230767,0.22448979591836732,0.051020408163265314,0.17525773195876287,0.2268041237113402,0.06896551724137931,0.021739130434782608,0.6984126984126984,0.41791044776119396,0.9230769230769232,0.1656441717791411,0.014336917562724013,0.20446735395189,0.2138047138047138
Chad,0.5135135135135135,0.3380281690140845,0.6329113924050633,0.20408163265306126,0.12244897959183673,1.0,0.09090909090909093,0.4509803921568628,0.0136986301369863,0.41,0.53,0.826,0.0768,0.5959595959595959,0.6202020202020202,0.708,0.3878787878787879,0.6767676767676768,0.6404040404040404,0.006060606060606061,0.006756756756756757,0.4338235294117647,0.26811594202898553,0.34,0.08771929824561403,0.5698242187500001,0.6666666666666666,0.7040816326530612,0.7142857142857143,0.71,0.7142857142857143,0.3670886075949367,0.4695652173913044,0.13333333333333333,0.94,0.015384615384615384,0.051020408163265314,0.22448979591836732,0.16494845360824742,0.061855670103092786,0.26436781609195403,0.22826086956521735,0.5079365079365079,0.4626865671641791,0.4923076923076923,0.08588957055214724,0.014336917562724013,0.20446735395189,0.2138047138047138
Chile,0.9054054054054054,0.7676056338028169,0.7784810126582279,0.6961451247165533,0.7460317460317459,0.7627715795654721,0.5909090909090909,0.5686274509803921,0.8767123287671232,0.99,0.99,0.945,0.09733333333333333,0.6228956228956228,0.5269360269360268,0.695,0.3080808080808081,0.9309764309764312,0.6313131313131313,0.3272727272727273,0.3851351351351352,0.4411764705882353,0.4492753623188406,0.99,0.7105263157894737,0.6354166666666666,0.71875,0.8316326530612245,0.8367346938775511,0.955,0.8418367346938775,0.5253164556962026,0.8695652173913043,0.26666666666666666,0.9257142857142856,0.38461538461538464,0.4336734693877551,0.20408163265306126,0.7268041237113402,0.4587628865979381,0.7931034482758621,0.8260869565217391,0.9047619047619048,0.9104477611940298,0.3230769230769231,0.4785276073619632,0.25806451612903225,0.4793814432989691,0.8131313131313131
China,1.0,0.9577464788732394,0.7848101265822784,0.6224489795918368,0.6428571428571429,0.8717948717948718,0.7727272727272727,0.5424836601307194,0.9863013698630136,0.99,0.99,0.98,0.12,1.0,0.31313131313131315,0.48,0.30303030303030304,0.9595959595959596,1.0,0.3212121212121212,0.3581081081081081,0.4558823529411765,0.5217391304347826,0.94,0.6403508771929824,0.6458333333333334,0.4583333333333333,0.5714285714285714,0.6020408163265306,0.73,0.6326530612244898,0.7341772151898734,0.8173913043478261,0.2,0.99,0.4,0.21428571428571427,0.3775510204081632,0.8556701030927835,0.17525773195876287,0.6666666666666666,0.7173913043478259,1.0,1.0,0.8619237042154876,0.4110429447852761,0.06451612903225806,0.2371134020618557,0.4848484848484849
Colombia,0.9054054054054054,0.7676056338028169,0.7784810126582279,0.7448979591836735,0.8061224489795918,0.7627715795654721,0.6590909090909091,0.5490196078431373,0.7945205479452054,0.99,0.98,0.91,0.128,0.9696969696969696,0.3939393939393939,0.63,0.30303030303030304,0.9191919191919192,0.9494949494949496,0.2909090909090909,0.32432432432432434,0.5,0.5289855072463768,0.93,0.7543859649122807,0.7083333333333334,0.71875,0.8316326530612245,0.8367346938775511,0.955,0.8418367346938775,0.5253164556962026,0.8695652173913043,0.26666666666666666,0.95,0.38461538461538464,0.4336734693877551,0.20408163265306126,0.7268041237113402,0.4587628865979381,0.6896551724137931,0.75,0.873015873015873,0.8656716417910447,0.9384615384615383,0.4662576687116564,0.25806451612903225,0.4793814432989691,0.8131313131313131
Comoros,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.1020408163265306,0.11224489795918367,0.7521367521367521,0.5227272727272727,0.5490196078431373,0.4520547945205479,0.85,0.86,0.41,0.08800000000000001,0.5252525252525253,0.8585858585858586,0.94,0.42424242424242425,0.2929292929292929,0.4848484848484849,0.12727272727272726,0.13513513513513514,0.4485294117647059,0.427536231884058,0.75,0.2456140350877193,0.4166666666666667,0.5416666666666666,0.54421768707483,0.54421768707483,0.5766666666666665,0.5476190476190476,0.3512658227848101,0.7565217391304347,0.4666666666666667,0.19,0.09230769230769233,0.020408163265306117,0.5,0.24742268041237114,0.030927835051546393,0.2413793103448276,0.2391304347826087,0.6507936507936508,0.6119402985074627,0.9846153846153848,0.15950920245398773,0.021505376344086027,0.030927835051546393,0.101010101010101
Congo,0.3918918918918919,0.5070422535211268,0.5443037974683544,0.3979591836734694,0.4081632653061225,0.8547008547008547,0.5909090909090909,0.5294117647058824,0.5616438356164384,0.78,0.87,0.826,0.0768,0.5959595959595959,0.6202020202020202,0.708,0.3878787878787879,0.6767676767676768,0.6404040404040404,0.06666666666666668,0.08108108108108109,0.5147058823529411,0.5144927536231884,0.57,0.2368421052631579,0.3541666666666667,0.59375,0.6428571428571429,0.6428571428571429,0.77,0.6428571428571429,0.4430379746835443,0.6086956521739131,0.3333333333333333,0.93,0.09230769230769233,0.2551020408163265,0.6224489795918368,0.5051546391752577,0.1958762886597938,0.19310344827586207,0.19782608695652174,0.873015873015873,0.8358208955223879,0.7230769230769231,0.1656441717791411,0.010752688172043013,0.08247422680412371,0.21212121212121213
Cook Islands,0.6588077439141273,0.6919338727399862,0.6580916898584553,0.6224489795918368,0.6428571428571429,0.7606837606837606,0.75,0.4836601307189546,0.9315068493150684,0.99,0.99,0.98,0.12,1.0,0.31313131313131315,0.48,0.30303030303030304,0.9595959595959596,1.0,1.0,1.0,0.4338235294117647,0.5,0.94,0.6842105263157895,0.7083333333333334,0.6496003668763104,0.7236137851366959,0.7250288794763189,0.8169213836477991,0.7254492362982935,0.6049996019425201,0.8173913043478261,0.2,0.88,0.09230769230769233,0.020408163265306117,0.5,0.24742268041237114,0.030927835051546393,0.7356321839080459,0.8043478260869565,0.9682539682539684,0.9850746268656716,0.9846153846153848,0.38650306748466257,0.24069340186199611,0.3423123473600035,0.5195381487834321
Costa Rica,0.7432432432432432,0.6901408450704225,0.7341772151898734,0.6020408163265306,0.6632653061224489,0.7435897435897436,0.6818181818181818,0.5882352941176471,0.8493150684931506,0.99,0.98,0.96,0.08,0.9090909090909092,0.9595959595959596,0.97,0.30303030303030304,0.9696969696969696,0.8787878787878788,0.42424242424242425,0.4797297297297297,0.4558823529411765,0.4927536231884058,0.96,0.8508771929824561,0.6666666666666666,0.7604166666666666,0.8979591836734694,0.8775510204081632,0.94,0.8469387755102041,0.6329113924050633,0.8695652173913043,0.3333333333333333,0.77,0.24615384615384614,0.8877551020408163,0.8775510204081632,0.6082474226804123,0.8762886597938144,0.6781609195402298,0.7391304347826086,0.9365079365079364,0.9253731343283582,0.476923076923077,0.4355828220858896,0.1827956989247312,0.010309278350515464,0.7373737373737373
Croatia,0.7837837837837838,0.7577464788732394,0.6658227848101266,0.8877551020408163,0.8857142857142857,0.7627715795654721,0.7045454545454546,0.5490196078431373,0.9863013698630136,1.0,1.0,0.966,0.0624,0.8383838383838383,0.39797979797979793,0.48,0.30303030303030304,0.9757575757575756,0.8404040404040405,0.3696969696969697,0.40540540540540543,0.3308823529411765,0.37681159420289856,0.99,0.7543859649122807,0.6770833333333334,0.8229166666666666,0.9224489795918368,0.9244897959183672,0.962,0.926530612244898,0.8987341772151899,0.8608695652173913,0.2,0.99,0.21153846153846154,0.2372448979591837,0.25,0.5463917525773195,0.25773195876288657,0.8735632183908046,0.9347826086956522,0.9206349206349206,0.9552238805970148,0.9846153846153848,0.50920245398773,0.4,0.44948453608247424,0.8101010101010101
