"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"United Republic of Tanzania","Total 15-19 yr","2002-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys","Percent","7","1"
"Uzbekistan","Total 15-19 yr","2002-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys","Percent","0","1"
"Vanuatu","Total 15-19 yr","2002-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys","Percent","9","1"
"Viet Nam","Total 15-19 yr","2002-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys","Percent","1","1"
"Western and Central Africa","Total 15-19 yr","2002-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys","Percent","14","2"
"World","Total 15-19 yr","2002-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys","Percent","11","3"
"Yemen","Total 15-19 yr","2002-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys","Percent","11","1"
"Zambia","Total 15-19 yr","2002-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys","Percent","9","1"
"Zimbabwe","Total 15-19 yr","2002-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS) and other national surveys","Percent","4","1"

"fnSeqID","Footnote"
"1","Data refer to the most recent year available during the period specified in the column heading. A more detailed explanation of the methodology and the changes in calculating these estimates can be found in the General Note on the Data, page XX."
"2","Data refer to the most recent year available during the period specified in the column heading. A more detailed explanation of the methodology and the changes in calculating these estimates can be found in the General Note on the Data, page XX. For a complete list of countries and territories in the regions, subregions and country categories, see page XX."
"3","Data refer to the most recent year available during the period specified in the column heading. A more detailed explanation of the methodology and the changes in calculating these estimates can be found in the General Note on the Data, page XX. For a complete list of countries and territories in the regions, subregions and country categories, see page XX. Excludes China."
"4","Data refer to the most recent year available during the period specified in the column heading. A more detailed explanation of the methodology and the changes in calculating these estimates can be found in the General Note on the Data, page XX. Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages."
"5","Data refer to the most recent year available during the period specified in the column heading. A more detailed explanation of the methodology and the changes in calculating these estimates can be found in the General Note on the Data, page XX. Due to the cession in July 2011 of the Republic of South Sudan by the Republic of the Sudan, and its subsequent admission to the UN on 14 July 2011, disaggregated data for Sudan and South Sudan as separate States are not yet available for all indicators. In these cases, aggregated data are presented for Sudan pre-cession (see Memorandum item)."
