"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Liberia","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","51","4"
"Madagascar","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","86","2"
"Malawi","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","86","2"
"Maldives","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","91","2"
"Mali","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","25","1"
"Marshall Islands","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","77","4"
"Mauritania","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","61","4"
"Mexico","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","27","2"
"Mongolia","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","78","2"
"Montenegro","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","35","1"
"Morocco","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","66","1"
"Mozambique","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","86","2"
"Myanmar","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","81","4"
"Namibia","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","91","1"
"Nauru","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","65","4"
"Nepal","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","66","2"
"Nicaragua","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","76","4"
"Niger","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","65","4"
"Nigeria","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","76","2"
"Oman","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","91","1"
"Pakistan","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","36","4"
"Papua New Guinea","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","76","3"
"Paraguay","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","67","4"
"Peru","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","82","2"
"Philippines","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","90","2"
"Republic of Moldova","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","18","1"
"Romania","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","41","1"
"Rwanda","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","79","2"
"Samoa","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","71","4"
"Sao Tome and Principe","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","74","2"
"Senegal","Total 6-8 mo","2007-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and UNICEF","Percent","61","1"
