"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Turkey","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","1049",""
"Turkmenistan","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","43",""
"Tuvalu","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","13",""
"Uganda","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","1730",""
"Ukraine","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","624",""
"United Republic of Tanzania","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","2961",""
"Uruguay","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","49",""
"Uzbekistan","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","229",""
"Vanuatu","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","108",""
"Venezuela (Bolivarian Republic of)","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","53",""
"Viet Nam","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","2945",""
"Western and Central Africa","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","18844","1"
"World","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","90358","1"
"Yemen","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","666",""
"Zambia","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","913",""
"Zimbabwe","Total","2010","OECD_Organisation for Economic Co-operation and Development (OECD)","US$ million","738",""

"fnSeqID","Footnote"
"1","For a complete list of countries and territories in the regions, subregions and country categories, see page XX."
"2","Due to the cession in July 2011 of the Republic of South Sudan by the Republic of the Sudan, and its subsequent admission to the UN on 14 July 2011, disaggregated data for Sudan and South Sudan as separate States are not yet available for all indicators. In these cases, aggregated data are presented for Sudan pre-cession (see Memorandum item)."
